ID_FASHI,Name,ra,dec,ra-dec_err,cz,cz_err,cz_min,cz_max,v_radio,v_radio_err,freq,freq_err,z,z_err,ell_maj,ell_min,ell_pa,W_50,W_50_err,W_20,W_20_err,F_peak,F_peak_err,S_bf,S_bf_err,S_sum,S_sum_err,rms,SNR,distance,distance_err,log10Mass,log10Mass_err ,ell_ratio
20230026367.0,J092925.44+443052.0,142.356,44.5144,0.0044,1686.8,2.82,1631.29,1781.74,1677.36,2.82,1412.4585,0.0133,0.00563,9e-06,4.2,4.2,0,24.16,5.63,57.5,8.45,6.65,1.44,197.22,41.74,168.69,41.74,1.44,11.0,28.66,1.43,7.58,0.1,1.0
20230026495.0,J065230.36+444011.6,103.1265,44.6699,0.0028,13272.27,2.56,13146.48,13386.16,12709.6,2.56,1360.1881,0.0121,0.04427,9e-06,2.7,2.7,0,5.39,5.12,75.68,7.68,5.03,1.07,109.92,38.36,62.79,38.36,1.07,17.57,180.26,9.01,8.91,0.16,1.0
20230026886.0,J123210.31+450539.9,188.043,45.0944,0.0013,6008.09,1.32,5864.75,6146.9,5890.05,1.32,1392.4989,0.0063,0.02004,5e-06,3.3,3.3,0,7.74,2.65,91.07,3.97,6.79,0.88,228.23,35.35,243.59,35.35,0.88,36.99,83.87,4.19,8.57,0.08,1.0
20230062494.0,J020358.45+451414.8,30.9936,45.2374,0.002,7155.66,2.45,7012.56,7242.86,6988.85,2.45,1387.2928,0.0116,0.02387,9e-06,4.6,3.8,21,24.78,4.91,141.29,7.36,5.84,1.26,373.17,45.18,356.72,45.18,1.26,23.61,100.65,5.03,8.94,0.07,0.8260869565217391
20230027158.0,J031411.51+452258.8,48.548,45.383,0.0018,5254.67,1.44,5143.43,5370.7,5164.15,1.44,1395.9382,0.0068,0.01753,5e-06,3.8,3.8,0,5.5,2.88,58.02,4.33,15.3,1.63,260.24,58.47,310.92,58.47,1.63,26.97,59.27,2.96,8.33,0.11,1.0
20230027183.0,J034647.58+452438.1,56.6983,45.4106,0.0013,5051.47,1.52,4896.93,5197.33,4967.76,1.52,1396.8687,0.0072,0.01685,5e-06,6.1,5.2,147,18.84,3.04,129.61,4.57,18.4,2.83,1154.96,118.63,1215.99,118.63,2.83,37.11,56.7,2.83,8.93,0.06,0.8524590163934427
20230027598.0,J105313.42+454346.0,163.3059,45.7294,0.0026,12397.2,2.73,12228.22,12543.28,11904.9,2.73,1364.0008,0.013,0.04135,1e-05,2.4,2.4,0,17.67,5.47,108.09,8.2,3.24,0.73,144.16,30.39,99.79,30.39,0.73,18.67,172.62,8.63,8.99,0.1,1.0
20230027669.0,J232859.62+454631.7,352.2484,45.7755,0.0044,13279.47,1.81,13202.78,13372.0,12716.2,1.81,1360.1569,0.0086,0.0443,7e-06,2.4,2.4,0,18.56,3.61,32.22,5.42,4.38,0.8,95.8,23.76,87.2,23.76,0.8,10.97,175.36,8.77,8.82,0.12,1.0
20230027678.0,J225647.36+454710.2,344.1973,45.7862,0.0027,20673.34,1.76,20310.75,20812.12,19339.7,1.76,1328.775,0.0084,0.06896,7e-06,1.7,1.7,0,15.09,3.52,49.57,5.29,1.79,0.31,55.32,16.39,104.96,16.39,0.31,17.88,278.36,13.92,8.98,0.14,1.0
20230028271.0,J095321.29+461416.1,148.3387,46.2378,0.0032,3327.48,1.54,3262.62,3394.63,3290.95,1.54,1404.8133,0.0073,0.0111,5e-06,3.8,3.8,0,17.17,3.08,35.63,4.62,8.5,1.13,177.55,30.13,132.82,30.13,1.13,14.99,51.63,2.58,8.04,0.09,1.0
20230028755.0,J121751.82+464039.5,184.4659,46.6776,0.0046,13055.3,2.73,12949.62,13132.58,12510.5,2.73,1361.1315,0.0129,0.04355,1e-05,3.1,3.1,0,19.19,5.45,47.98,8.18,1.8,0.44,51.82,13.73,43.04,13.73,0.44,10.56,180.65,9.03,8.58,0.12,1.0
20230028995.0,J030359.67+465633.6,45.9986,46.9427,0.0027,3367.03,0.86,3321.87,3420.91,3329.63,0.86,1404.6301,0.0041,0.01123,3e-06,5.2,5.2,0,18.55,1.72,26.97,2.59,24.93,2.43,478.26,54.52,394.38,54.52,2.43,18.06,36.95,1.85,8.18,0.07,1.0
20230029142.0,J085625.89+470617.1,134.1079,47.1047,0.0028,1826.12,1.09,1768.57,1906.11,1815.06,1.09,1411.8061,0.0052,0.00609,4e-06,4.7,4.5,1,20.13,2.18,32.7,3.27,11.1,1.27,251.44,34.89,205.33,34.89,1.27,17.45,30.49,1.52,7.74,0.07,0.9574468085106382
20230029191.0,J125309.41+471043.2,193.2892,47.1787,0.0028,10051.36,2.23,9970.13,10121.86,9725.29,2.23,1374.3277,0.0105,0.03353,8e-06,3.5,3.5,0,13.88,4.45,66.66,6.68,6.15,1.06,175.32,29.92,129.15,29.92,1.06,17.52,140.84,7.04,8.9,0.09,1.0
20230029291.0,J030124.82+471710.9,45.3534,47.2863,0.0046,2474.59,1.54,2395.8,2553.37,2454.33,1.54,1408.7772,0.0073,0.00825,5e-06,4.6,4.6,0,20.97,3.07,29.89,4.61,9.94,1.77,213.83,52.37,205.7,52.37,1.77,10.44,28.5,1.42,7.61,0.11,1.0
20230029371.0,J124030.00+472155.4,190.125,47.3654,0.0016,522.82,0.59,461.78,584.89,521.91,0.59,1417.9329,0.0028,0.00174,2e-06,6.4,5.3,74,20.08,1.19,30.91,1.78,25.46,1.63,548.8,42.18,460.5,42.18,1.63,29.69,8.53,0.43,6.97,0.05,0.8281249999999999
20230029624.0,J024452.33+473708.3,41.218,47.619,0.0051,7943.92,2.03,7846.1,8043.39,7738.86,2.03,1383.7393,0.0096,0.0265,7e-06,4.6,4.6,0,20.8,4.05,33.36,6.08,5.89,1.23,133.32,40.54,118.64,40.54,1.23,9.39,110.46,5.52,8.57,0.14,1.0
20230030154.0,J063028.30+481625.9,97.6179,48.2739,0.0026,11761.4,2.04,11559.72,11901.32,11317.4,2.04,1366.7843,0.0097,0.03923,7e-06,3.3,3.3,0,19.01,4.09,69.4,6.13,4.76,0.81,165.59,35.26,335.61,35.26,0.81,18.65,160.43,8.02,8.99,0.1,1.0
20230030315.0,J031525.29+482506.0,48.8554,48.4183,0.0014,13066.63,1.18,12914.61,13210.15,12520.9,1.18,1361.0822,0.0056,0.04359,4e-06,2.7,2.7,0,3.99,2.36,63.9,3.54,7.46,0.65,114.82,26.05,86.57,26.05,0.65,35.18,175.66,8.78,8.9,0.11,1.0
20230030514.0,J041128.84+483745.3,62.8702,48.6293,0.0052,9538.14,2.01,9475.82,9599.55,9244.03,2.01,1376.6079,0.0095,0.03182,7e-06,4.1,4.1,0,22.33,4.02,34.33,6.02,5.22,1.13,124.74,28.24,145.74,28.24,1.13,9.26,132.17,6.61,8.7,0.11,1.0
20230030583.0,J071601.65+484231.3,109.0069,48.7087,0.0035,12895.96,1.19,12830.43,12949.9,12364.1,1.19,1361.8251,0.0056,0.04302,4e-06,2.7,2.7,0,16.57,2.38,25.82,3.57,6.33,0.71,100.33,17.2,101.75,17.2,0.71,13.72,175.1,8.75,8.84,0.09,1.0
20230030771.0,J042602.42+485509.7,66.5101,48.9194,0.005,2239.11,1.61,2173.92,2298.44,2222.51,1.61,1409.8756,0.0076,0.00747,5e-06,8.7,7.0,56,14.43,3.22,22.72,4.83,23.1,3.88,357.77,100.37,298.75,100.37,3.88,9.6,30.95,1.55,7.9,0.13,0.8045977011494253
20230030778.0,J070756.62+485526.4,106.9859,48.924,0.0033,18422.99,2.79,18260.94,18551.9,17356.4,2.79,1338.1718,0.0132,0.06145,1e-05,2.3,2.3,0,13.38,5.58,71.51,8.37,1.65,0.42,56.9,16.47,79.69,16.47,0.42,14.67,245.62,12.28,8.88,0.13,1.0
20230030827.0,J010236.74+490006.1,15.6531,49.0017,0.0016,5952.01,0.61,5885.02,6005.9,5836.14,0.61,1392.7543,0.0029,0.01985,2e-06,4.5,3.8,20,19.1,1.22,30.15,1.83,22.06,1.41,458.38,35.44,426.01,35.44,1.41,29.31,82.82,4.14,8.86,0.05,0.8444444444444444
20230030894.0,J122701.18+490416.5,186.7549,49.0712,0.0042,3558.31,2.42,3473.39,3638.65,3516.57,2.42,1403.7444,0.0115,0.01187,8e-06,2.7,2.7,0,20.01,4.84,47.0,7.26,4.08,0.82,107.41,24.98,116.18,24.98,0.82,11.52,56.15,2.81,7.9,0.11,1.0
20230052741.0,J075537.39+493044.5,118.9058,49.5124,0.0022,3452.16,1.64,3361.31,3533.08,3412.86,1.64,1404.2357,0.0078,0.01152,6e-06,2.6,2.6,0,5.65,3.28,49.25,4.92,4.68,0.73,94.7,22.59,59.0,22.59,0.73,21.6,47.76,2.39,7.7,0.11,1.0
